"","id","mus1.1listentorecordedmusic","mus1.1listentorecordedmusic_times","mus1.2singaloneorwithothers","mus1.2singaloneorwithothers_times","mus1.3lookatbooks","mus1.3lookatbooks_times","mus1.4playwithmusicalinstruments","mus1.4playwithmusicalinstruments_times","mus1.5makepaintingsordrawings","mus1.5makepaintingsordrawings_times","mus2.1dophysicalexercise","mus2.1dophysicalexercise_times","mus2.2danceormovetomusic","mus2.2danceormovetomusic_times","mus2.3attendmusicclasseslessons","mus2.3attendmusicclasseslessons_times","mus3.1Ireadbookstomybaby","mus3.1Ireadbookstomybaby_times","mus3.2isangtomybaby","mus3.2isangtomybaby_times","mus3.3iplayedmusicalinstrumentswithmybaby","mus3.3iplayedmusicalinstrumentswithmybaby_times","mus3.4iplayedrecordedmusicformybaby","mus3.4iplayedrecordedmusicformybaby_times","mus3.5imadepaintingsordrawingswithmybaby","mus3.5imadepaintingsordrawingswithmybaby_times","mus4.1itookmybabytoconcertstohearlivemusic","mus4.1itookmybabytoconcertstohearlivemusic_times","mus4.2itookmybabytoartmuseums","mus4.2itookmybabytoartmuseums_times","mus4.3itookmybabytomusicclasses","mus4.3itookmybabytomusicclasses_times","mus5.1isanglullabiesorothersongs","mus5.1isanglullabiesorothersongs_times","mus5.2iplayedrecordedmusic","mus5.2iplayedrecordedmusic_times","mus5.3ispokerhymesorpoemstomybaby","mus5.3ispokerhymesorpoemstomybaby_times","mus5.4imadecooingorshushingsounds","mus5.4imadecooingorshushingsounds_times","mus5.5irubbedmybaby.sback","mus5.5irubbedmybaby.sback_times","cbcl_total","age","education_year","female","child_exposure","lui_raw","lui_percentile","cdi_raw","cdi_percentile","emq_g","emq_pa","bilingual","bilingual_speaks","lab","graddegree","music","music_infant_total","music_current_total","music_total","htp","peabody_grasping","peabody_visualmotor","stp","DOB","BornBeforeApril2019","music_infant_total_times","music_current_total_times","music_total_times","non_music_total_times","non_music_total"
"71",576,5,75,5,75,5,75,4,15,3,4,6,4,7,6,6,4,5,75,5,75,2,1,3,4,1,0.75,2,0.17,1,0,1,0,7,6,2,0.17,4,1,7,6,5,1.5,0,24,16,1,100,126,97.5,86,80,45,46,0,0,0,0,1,22,27,49,NA,NA,NA,NA,"May 15, 2019",1,86.34,175,261.34,165.75,32
"72",577,3,4,3,4,4,15,3,4,3,4,6,4,6,4,6,4,3,4,3,4,2,1,3,4,1,0.75,1,0,1,0,1,0,2,0.17,2,0.17,2,0.17,3,0.5,3,0.5,0,23,18,1,15,19,1,12,5,29,29,1,1,0,1,1,14,21,35,NA,NA,NA,NA,"August 18, 2019",0,9.34,20,29.34,28.42,23
"73",578,5,75,4,15,5,75,4,15,3,4,7,6,7,6,1,0,5,75,5,75,3,4,5,75,1,0.75,2,0.17,2,0.17,1,0,6,4,2,0.17,1,0,5,1.5,1,0,5,27,18,0,100,97,59,77,65,46,44,0,0,0,1,0,24,21,45,NA,NA,NA,NA,"February 17, 2019",1,158.34,111,269.34,162.42,29
"74",579,4,15,6,180,6,180,4,15,4,15,7,6,7,6,2,0.17,5,75,5,75,2,1,4,15,1,0.75,4,1,3,0.5,6,4,6,4,1,0,3,0.5,6,4,5,1.5,5,29,18,0,100,158,98.5,98,90,51,51,0,0,0,1,0,28,23,51,NA,NA,NA,NA,"January 14, 2019",1,100,216.17,316.17,281.75,35
"75",582,4,15,5,75,7,270,3,4,2,1,7,6,7,6,1,0,5,75,5,75,3,4,4,15,1,0.75,1,0,1,0,6,4,6,4,2,0.17,4,1,5,1.5,4,1,3,18,18,1,100,12,9,7,5,19,8,0,0,0,1,0,27,20,47,NA,NA,NA,NA,"November 30, 2019",0,102.17,100,202.17,355.25,32
"76",583,3,4,5,75,4,15,3,4,4,15,1,0,1,0,1,0,5,75,5,75,4,15,3,4,3,4,1,0,1,0,1,0,6,4,5,1.5,3,0.5,1,0,1,0,2,21,18,0,20,7,3.5,4,5,5,31,1,1,0,1,0,25,13,38,NA,NA,NA,NA,"September 9, 2019",0,99.5,83,182.5,109.5,22
"77",586,3,4,2,1,2,1,1,0.75,1,0.75,1,0,2,0.17,2,0.17,2,1,3,4,1,0.75,2,1,1,0.75,2,0.17,2,0.17,2,0.17,5,1.5,3,0.5,3,0.5,3,0.5,5,1.5,4,20,18,0,100,74,90,23,35,-34,6,0,0,0,1,1,18,10,28,NA,NA,NA,NA,"October 10, 2019",0,8.09,6.09,14.18,4.67,15
"78",587,3,4,3,4,6,180,3,4,4,15,1,0,7,6,1,0,5,75,5,75,3,4,4,15,4,15,1,0,1,0,6,4,6,4,6,4,1,0,7,6,6,4,2,30,16,0,100,110,49,59,10,45,48,0,0,0,0,0,31,17,48,NA,NA,NA,NA,"December 1, 2018",1,106,18,124,291,29
"79",589,6,180,1,0.75,6,180,5,75,5,75,7,6,7,6,1,0,5,75,5,75,5,75,6,180,3,4,2,0.17,1,0,1,0,7,6,7,6,7,6,7,6,3,0.5,2,18,16,1,5,64,86,0,5,30,32,1,1,0,0,0,33,20,53,NA,NA,NA,NA,"February 3, 2020",0,342.17,261.75,603.92,352,41
"80",592,5,75,4,15,7,270,4,15,3,4,1,0,7,6,2,0.17,6,180,7,270,3,4,7,270,4,15,1,0,1,0,1,0,5,1.5,1,0,7,6,7,6,6,4,5,18,18,1,100,53,72,39,60,24,43,0,0,0,1,0,25,22,47,NA,NA,NA,NA,"December 10, 2019",0,545.5,111.17,656.67,481,36
"81",593,6,180,5,75,5,75,4,15,4,15,7,6,7,6,2,0.17,5,75,5,75,5,75,6,180,2,1,3,0.5,1,0,1,0,5,1.5,3,0.5,5,1.5,6,4,6,4,2,25,16,0,100,95,77,50,35,36,49,0,0,0,0,0,28,24,52,NA,NA,NA,NA,"May 13, 2019",0,332.5,276.17,608.67,177.5,35
"82",594,4,15,3,4,6,180,3,4,3,4,1,0,6,4,3,0.5,6,180,5,75,3,4,5,75,1,0.75,2,0.17,1,0,4,1,7,6,1,0,1,0,3,0.5,3,0.5,3,24,16,1,100,77,38,60,30,19,48,0,0,0,0,0,27,19,46,NA,NA,NA,NA,"June 22, 2019",0,161.17,27.5,188.67,365.25,22
"83",602,4,15,1,0.75,6,180,2,1,3,4,7,6,4,1,1,0,4,15,3,4,1,0.75,4,15,3,4,1,0,1,0,1,0,7,6,1,0,6,4,6,4,7,6,4,21,18,1,100,30,7,19,5,38,25,0,0,0,1,0,18,12,30,NA,NA,NA,NA,"September 4, 2019",0,25.75,17.75,43.5,217,36
"84",605,7,270,6,180,6,180,5,75,5,75,7,6,7,6,1,0,5,75,7,270,5,75,5,75,4,15,1,0,1,0,1,0,7,6,4,1,1,0,7,6,7,6,NA,18,18,1,50,54,74,17,10,20,36,1,1,0,1,1,30,26,56,NA,NA,NA,NA,"January 26, 2020",0,427,531,958,357,36
"85",607,4,15,1,0.75,7,270,4,15,6,180,1,0,7,6,1,0,7,270,5,75,4,15,3,4,3,4,1,0,2,0.17,1,0,7,6,1,0,3,0.5,3,0.5,6,4,1,18,18,1,100,3,3.5,0,5,14,26,0,1,0,1,0,22,17,39,NA,NA,NA,NA,"January 7, 2020",0,100,36.75,136.75,725.17,32
"86",631,5,75,6,180,5,75,4,15,1,0.75,7,6,7,6,1,0,5,75,5,75,4,15,5,75,1,0.75,1,0,1,0,1,0,3,0.5,7,6,1,0,2,0.17,2,0.17,1,28,16,0,100,84,27,51,15,29,44,0,0,0,0,0,26,23,49,NA,NA,NA,NA,"March 7, 2019",1,171.5,276,447.5,157.67,23
"87",634,6,180,4,15,6,180,3,4,4,15,6,4,6,4,1,0,5,75,6,180,2,1,4,15,4,15,1,0,1,0,1,0,7,6,3,0.5,2,0.17,6,4,7,6,3,24,16,0,100,100,89,85,85,51,52,0,0,0,0,0,24,20,44,NA,NA,NA,NA,"June 28, 2019",0,202.5,203,405.5,293.17,34
"88",635,5,75,5,75,5,75,4,15,5,75,5,1.5,7,6,1,0,5,75,3,4,1,0.75,3,4,1,0.75,1,0,2,0.17,1,0,1,0,1,0,1,0,7,6,7,6,7,26,18,0,100,71,28,70,60,43,42,0,0,0,1,0,11,22,33,NA,NA,NA,NA,"May 13, 2019",0,8.75,171,179.75,233.42,31
"89",636,5,75,5,75,6,180,4,15,4,15,7,6,7,6,1,0,5,75,6,180,4,15,5,75,3,4,1,0,2,0.17,1,0,7,6,2,0.17,6,4,7,6,6,4,1,23,18,0,100,82,78,65,70,49,49,0,0,0,1,0,26,22,48,NA,NA,NA,NA,"July 29, 2019",0,276.17,171,447.17,290.17,40
"90",637,2,1,3,4,4,15,1,0.75,3,4,1,0,1,0,1,0,1,0.75,2,1,1,0.75,2,1,1,0.75,1,0,1,0,1,0,1,0,4,1,1,0,1,0,7,6,4,31,18,0,10,74,4,24,5,1,32,1,1,0,1,0,12,8,20,NA,NA,NA,NA,"December 26, 2018",1,3.75,5.75,9.5,20.5,13
"91",639,5,75,4,15,4,15,4,15,3,4,7,6,7,6,2,0.17,4,15,6,180,5,75,5,75,3,4,4,1,1,0,2,0.17,7,6,2,0.17,7,6,7,6,6,4,1,19,18,0,40,70,91,27,50,46,35,1,1,0,1,0,31,22,53,NA,NA,NA,NA,"December 6, 2019",0,337.34,111.17,448.51,56,36
"92",640,7,270,6,180,7,270,6,180,6,180,7,6,7,6,7,6,7,270,6,180,6,180,7,270,6,180,3,0.5,1,0,1,0,2,0.17,2,0.17,4,1,6,4,6,4,3,24,18,0,90,85,73,70,70,54,38,0,1,0,1,1,27,33,60,NA,NA,NA,NA,"July 19, 2019",0,630.84,642,1272.84,911,44
"93",641,6,180,6,180,6,180,3,4,4,15,7,6,7,6,1,0,6,180,7,270,4,15,7,270,1,0.75,1,0,1,0,1,0,7,6,1,0,1,0,2,0.17,6,4,5,24,18,0,100,98,87.5,77,80,53,46,0,0,0,1,0,28,23,51,NA,NA,NA,NA,"July 19, 2019",0,561,370,931,381.92,28
"94",642,5,75,4,15,6,180,4,15,4,15,1,0,7,6,1,0,6,180,5,75,4,15,5,75,1,0.75,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,6,5,18,18,1,80,24,22,12,5,14,32,0,1,0,1,0,18,21,39,NA,NA,NA,NA,"February 12, 2020",0,165,111,276,375.75,21
"95",643,4,15,6,180,7,270,3,4,3,4,7,6,7,6,1,0,6,180,6,180,3,4,4,15,3,4,1,0,1,0,1,0,7,6,1,0,1,0,5,1.5,5,1.5,2,23,18,1,100,52,13,35,10,35,48,0,0,0,1,0,23,21,44,NA,NA,NA,NA,"August 3, 2019",0,205,205,410,465.5,33
"96",648,4,15,4,15,5,75,3,4,3,4,7,6,7,6,6,4,4,15,5,75,4,15,4,15,2,1,3,0.5,1,0,1,0,7,6,1,0,5,1.5,5,1.5,5,1.5,4,24,18,0,100,107,93.5,68,70,21,42,0,0,0,1,1,25,24,49,NA,NA,NA,NA,"July 29, 2019",0,111.5,44,155.5,104,32
"97",649,6,180,6,180,5,75,2,1,3,4,7,6,7,6,1,0,6,180,6,180,2,1,6,180,2,1,3,0.5,1,0,1,0,7,6,1,0,1,0,4,1,7,6,4,28,18,1,90,117,60,83,40,52,52,0,0,0,1,0,26,22,48,NA,NA,NA,NA,"March 21, 2019",1,367.5,367,734.5,267,29
"98",650,5,75,4,15,6,180,3,4,3,4,6,4,7,6,1,0,5,75,5,75,4,15,4,15,1,0.75,1,0,1,0,1,0,6,4,5,1.5,3,0.5,3,0.5,6,4,0,21,18,1,97,100,96.5,73,80,11,47,0,0,0,1,0,26,20,46,NA,NA,NA,NA,"October 3, 2019",0,110.5,100,210.5,264.75,28
"99",651,4,15,7,270,7,270,5,75,1,0.75,7,6,7,6,5,1.5,5,75,6,180,4,15,2,1,3,4,1,0,1,0,1,0,6,4,3,0.5,2,0.17,6,4,7,6,1,21,18,0,100,27,17,10,5,24,21,0,0,0,1,0,23,28,51,NA,NA,NA,NA,"October 27, 2019",0,200.5,367.5,568,359.92,32
"100",656,5,75,6,180,6,180,3,4,4,15,7,6,7,6,1,0,7,270,6,180,5,75,7,270,2,1,1,0,1,0,1,0,6,4,3,0.5,3,0.5,6,4,3,0.5,3,24,16,0,100,45,14,16,5,47,38,0,0,0,0,0,29,22,51,NA,NA,NA,NA,"July 17, 2019",0,529.5,265,794.5,476.5,36
"101",658,4,15,4,15,5,75,5,75,4,15,7,6,7,6,6,4,4,15,5,75,4,15,5,75,1,0.75,1,0,1,0,1,0,4,1,1,0,1,0,2,0.17,5,1.5,4,21,16,0,100,62,70,40,55,24,27,0,0,0,0,1,21,26,47,NA,NA,NA,NA,"October 24, 2019",0,166,115,281,111.92,25
"102",659,4,15,5,75,5,75,3,4,5,75,7,6,6,4,1,0,4,15,5,75,3,4,3,4,3,4,1,0,1,0,1,0,6,4,1,0,6,4,6,4,7,6,3,26,18,1,100,115,78,92,80,51,51,0,0,0,1,0,20,19,39,NA,NA,NA,NA,"May 21, 2019",0,87,98,185,183,37
"103",665,5,75,5,75,6,180,3,4,3,4,5,1.5,7,6,1,0,5,75,5,75,5,75,5,75,1,0.75,1,0,1,0,1,0,7,6,1,0,2,0.17,6,4,7,6,4,18,16,1,80,32,35,24,25,31,40,0,0,0,0,1,25,21,46,NA,NA,NA,NA,"February 5, 2020",0,231,160,391,265.42,29
"104",671,5,75,5,75,6,180,5,75,5,75,7,6,7,6,1,0,6,180,6,180,4,15,4,15,4,15,1,0,1,0,1,0,7,6,1,0,2,0.17,6,4,7,6,6,22,16,1,95,90,84,95,99,52,47,0,0,0,0,0,24,23,47,NA,NA,NA,NA,"November 9, 2019",0,216,231,447,460.17,37
"105",672,5,75,6,180,5,75,4,15,4,15,7,6,7,6,1,0,3,4,4,15,3,4,4,15,3,4,1,0,1,0,1,0,6,4,2,0.17,1,0,6,4,2,0.17,0,23,18,0,75,96,91.5,56,65,54,51,0,1,0,1,0,21,23,44,NA,NA,NA,NA,"September 13, 2019",0,38.17,276,314.17,108,30
"106",673,4,15,5,75,5,75,3,4,3,4,7,6,5,1.5,2,0.17,5,75,4,15,4,15,4,15,3,4,1,0,1,0,1,0,2,0.17,2,0.17,2,0.17,5,1.5,6,4,7,25,16,0,100,126,97.5,84,80,54,47,0,0,0,0,1,18,19,37,NA,NA,NA,NA,"August 12, 2019",0,45.34,95.67,141.01,165.67,31
